team_id,team_name,league_name
764,ADO Den Haag,Eredivisie
130,Ajax,Eredivisie
243,AZ Alkmaar,Eredivisie
241,Cambuur,Eredivisie
257,De Graafschap,Eredivisie
867,Excelsior,Eredivisie
758,FC Groningen,Eredivisie
128,FC Utrecht,Eredivisie
256,Feyenoord,Eredivisie
870,Heracles,Eredivisie
116,NEC Nijmegen,Eredivisie
868,PEC Zwolle,Eredivisie
129,PSV Eindhoven,Eredivisie
127,Roda,Eredivisie
287,SC Heerenveen,Eredivisie
113,Twente,Eredivisie
255,Vitesse,Eredivisie
115,Willem II,Eredivisie
