team_id,team_name,league_name
614,Angers,Ligue1
315,Bordeaux,Ligue1
347,Caen,Ligue1
940,GFC Ajaccio,Ligue1
426,Guingamp,Ligue1
607,Lille,Ligue1
146,Lorient,Ligue1
228,Lyon,Ligue1
249,Marseille,Ligue1
248,Monaco,Ligue1
311,Montpellier,Ligue1
302,Nantes,Ligue1
613,Nice,Ligue1
304,Paris Saint Germain,Ligue1
950,Reims,Ligue1
313,Rennes,Ligue1
145,Saint-Etienne,Ligue1
310,SC Bastia,Ligue1
246,Toulouse,Ligue1
229,Troyes,Ligue1
