team_id,team_name,league_name
80,AC Milan,SerieA
300,Atalanta,SerieA
71,Bologna,SerieA
9363,Carpi,SerieA
267,Chievo,SerieA
272,Empoli,SerieA
73,Fiorentina,SerieA
2732,Frosinone,SerieA
278,Genoa,SerieA
75,Inter,SerieA
87,Juventus,SerieA
77,Lazio,SerieA
276,Napoli,SerieA
1285,Palermo,SerieA
84,Roma,SerieA
271,Sampdoria,SerieA
2889,Sassuolo,SerieA
72,Torino,SerieA
86,Udinese,SerieA
76,Verona,SerieA
